origin_id,timestamp,step,actual,prediction,model
1,2016-05-13 18:00:00,1,348.3333333333333,105.0,seasonal_naive_daily
1,2016-05-13 19:00:00,2,208.33333333333337,123.33333333333331,seasonal_naive_daily
1,2016-05-13 20:00:00,3,120.0,100.0,seasonal_naive_daily
1,2016-05-13 21:00:00,4,63.333333333333336,71.66666666666667,seasonal_naive_daily
1,2016-05-13 22:00:00,5,55.0,60.0,seasonal_naive_daily
1,2016-05-13 23:00:00,6,61.666666666666664,56.666666666666664,seasonal_naive_daily
1,2016-05-14 00:00:00,7,58.333333333333336,55.0,seasonal_naive_daily
1,2016-05-14 01:00:00,8,63.333333333333336,53.333333333333336,seasonal_naive_daily
1,2016-05-14 02:00:00,9,60.0,58.333333333333336,seasonal_naive_daily
1,2016-05-14 03:00:00,10,60.0,58.333333333333336,seasonal_naive_daily
1,2016-05-14 04:00:00,11,60.0,50.0,seasonal_naive_daily
1,2016-05-14 05:00:00,12,56.666666666666664,58.333333333333336,seasonal_naive_daily
1,2016-05-14 06:00:00,13,63.333333333333336,146.66666666666666,seasonal_naive_daily
1,2016-05-14 07:00:00,14,113.33333333333331,176.66666666666666,seasonal_naive_daily
1,2016-05-14 08:00:00,15,133.33333333333334,338.3333333333333,seasonal_naive_daily
1,2016-05-14 09:00:00,16,118.33333333333331,93.33333333333331,seasonal_naive_daily
1,2016-05-14 10:00:00,17,158.33333333333334,73.33333333333333,seasonal_naive_daily
1,2016-05-14 11:00:00,18,96.66666666666669,355.0,seasonal_naive_daily
1,2016-05-14 12:00:00,19,116.66666666666669,301.6666666666667,seasonal_naive_daily
1,2016-05-14 13:00:00,20,113.33333333333331,268.3333333333333,seasonal_naive_daily
1,2016-05-14 14:00:00,21,106.66666666666669,318.3333333333333,seasonal_naive_daily
1,2016-05-14 15:00:00,22,130.0,201.66666666666663,seasonal_naive_daily
1,2016-05-14 16:00:00,23,111.66666666666669,351.6666666666667,seasonal_naive_daily
1,2016-05-14 17:00:00,24,241.66666666666663,231.66666666666663,seasonal_naive_daily
2,2016-05-14 18:00:00,1,166.66666666666666,348.3333333333333,seasonal_naive_daily
2,2016-05-14 19:00:00,2,90.0,208.33333333333337,seasonal_naive_daily
2,2016-05-14 20:00:00,3,86.66666666666667,120.0,seasonal_naive_daily
2,2016-05-14 21:00:00,4,75.0,63.333333333333336,seasonal_naive_daily
2,2016-05-14 22:00:00,5,61.666666666666664,55.0,seasonal_naive_daily
2,2016-05-14 23:00:00,6,48.333333333333336,61.666666666666664,seasonal_naive_daily
2,2016-05-15 00:00:00,7,53.333333333333336,58.333333333333336,seasonal_naive_daily
2,2016-05-15 01:00:00,8,55.0,63.333333333333336,seasonal_naive_daily
2,2016-05-15 02:00:00,9,51.666666666666664,60.0,seasonal_naive_daily
2,2016-05-15 03:00:00,10,40.0,60.0,seasonal_naive_daily
2,2016-05-15 04:00:00,11,51.666666666666664,60.0,seasonal_naive_daily
2,2016-05-15 05:00:00,12,56.666666666666664,56.666666666666664,seasonal_naive_daily
2,2016-05-15 06:00:00,13,51.666666666666664,63.333333333333336,seasonal_naive_daily
2,2016-05-15 07:00:00,14,93.33333333333331,113.33333333333331,seasonal_naive_daily
2,2016-05-15 08:00:00,15,118.33333333333331,133.33333333333334,seasonal_naive_daily
2,2016-05-15 09:00:00,16,101.66666666666669,118.33333333333331,seasonal_naive_daily
2,2016-05-15 10:00:00,17,108.33333333333331,158.33333333333334,seasonal_naive_daily
2,2016-05-15 11:00:00,18,105.0,96.66666666666669,seasonal_naive_daily
2,2016-05-15 12:00:00,19,96.66666666666669,116.66666666666669,seasonal_naive_daily
2,2016-05-15 13:00:00,20,136.66666666666666,113.33333333333331,seasonal_naive_daily
2,2016-05-15 14:00:00,21,88.33333333333333,106.66666666666669,seasonal_naive_daily
2,2016-05-15 15:00:00,22,93.33333333333331,130.0,seasonal_naive_daily
2,2016-05-15 16:00:00,23,143.33333333333334,111.66666666666669,seasonal_naive_daily
2,2016-05-15 17:00:00,24,236.66666666666663,241.66666666666663,seasonal_naive_daily
3,2016-05-15 18:00:00,1,98.33333333333331,166.66666666666666,seasonal_naive_daily
3,2016-05-15 19:00:00,2,96.66666666666669,90.0,seasonal_naive_daily
3,2016-05-15 20:00:00,3,246.66666666666663,86.66666666666667,seasonal_naive_daily
3,2016-05-15 21:00:00,4,203.33333333333337,75.0,seasonal_naive_daily
3,2016-05-15 22:00:00,5,86.66666666666667,61.666666666666664,seasonal_naive_daily
3,2016-05-15 23:00:00,6,83.33333333333333,48.333333333333336,seasonal_naive_daily
3,2016-05-16 00:00:00,7,61.666666666666664,53.333333333333336,seasonal_naive_daily
3,2016-05-16 01:00:00,8,53.333333333333336,55.0,seasonal_naive_daily
3,2016-05-16 02:00:00,9,56.666666666666664,51.666666666666664,seasonal_naive_daily
3,2016-05-16 03:00:00,10,53.333333333333336,40.0,seasonal_naive_daily
3,2016-05-16 04:00:00,11,55.0,51.666666666666664,seasonal_naive_daily
3,2016-05-16 05:00:00,12,51.666666666666664,56.666666666666664,seasonal_naive_daily
3,2016-05-16 06:00:00,13,53.333333333333336,51.666666666666664,seasonal_naive_daily
3,2016-05-16 07:00:00,14,61.666666666666664,93.33333333333331,seasonal_naive_daily
3,2016-05-16 08:00:00,15,88.33333333333333,118.33333333333331,seasonal_naive_daily
3,2016-05-16 09:00:00,16,70.0,101.66666666666669,seasonal_naive_daily
3,2016-05-16 10:00:00,17,148.33333333333334,108.33333333333331,seasonal_naive_daily
3,2016-05-16 11:00:00,18,103.33333333333331,105.0,seasonal_naive_daily
3,2016-05-16 12:00:00,19,206.66666666666663,96.66666666666669,seasonal_naive_daily
3,2016-05-16 13:00:00,20,266.6666666666667,136.66666666666666,seasonal_naive_daily
3,2016-05-16 14:00:00,21,88.33333333333333,88.33333333333333,seasonal_naive_daily
3,2016-05-16 15:00:00,22,111.66666666666669,93.33333333333331,seasonal_naive_daily
3,2016-05-16 16:00:00,23,88.33333333333333,143.33333333333334,seasonal_naive_daily
3,2016-05-16 17:00:00,24,243.33333333333337,236.66666666666663,seasonal_naive_daily
4,2016-05-16 18:00:00,1,155.0,98.33333333333331,seasonal_naive_daily
4,2016-05-16 19:00:00,2,115.0,96.66666666666669,seasonal_naive_daily
4,2016-05-16 20:00:00,3,96.66666666666669,246.66666666666663,seasonal_naive_daily
4,2016-05-16 21:00:00,4,68.33333333333333,203.33333333333337,seasonal_naive_daily
4,2016-05-16 22:00:00,5,46.666666666666664,86.66666666666667,seasonal_naive_daily
4,2016-05-16 23:00:00,6,60.0,83.33333333333333,seasonal_naive_daily
