origin_id,timestamp,step,actual,prediction,model
1,2016-05-13 18:00:00,1,348.3333333333333,205.3588839497802,hist_gradient_boosting
1,2016-05-13 19:00:00,2,208.33333333333337,221.8289766549169,hist_gradient_boosting
1,2016-05-13 20:00:00,3,120.0,195.69954490420014,hist_gradient_boosting
1,2016-05-13 21:00:00,4,63.333333333333336,76.36582528421769,hist_gradient_boosting
1,2016-05-13 22:00:00,5,55.0,66.16857933663381,hist_gradient_boosting
1,2016-05-13 23:00:00,6,61.666666666666664,67.46447055673542,hist_gradient_boosting
1,2016-05-14 00:00:00,7,58.333333333333336,78.26095207500336,hist_gradient_boosting
1,2016-05-14 01:00:00,8,63.333333333333336,78.1349382379316,hist_gradient_boosting
1,2016-05-14 02:00:00,9,60.0,66.88643224647574,hist_gradient_boosting
1,2016-05-14 03:00:00,10,60.0,68.18211395546844,hist_gradient_boosting
1,2016-05-14 04:00:00,11,60.0,73.61719211169928,hist_gradient_boosting
1,2016-05-14 05:00:00,12,56.666666666666664,84.79765723626264,hist_gradient_boosting
1,2016-05-14 06:00:00,13,63.333333333333336,226.42742864063354,hist_gradient_boosting
1,2016-05-14 07:00:00,14,113.33333333333331,155.79457289013493,hist_gradient_boosting
1,2016-05-14 08:00:00,15,133.33333333333334,109.73664267626322,hist_gradient_boosting
1,2016-05-14 09:00:00,16,118.33333333333331,246.912782889313,hist_gradient_boosting
1,2016-05-14 10:00:00,17,158.33333333333334,259.56853176583047,hist_gradient_boosting
1,2016-05-14 11:00:00,18,96.66666666666669,175.20325331973356,hist_gradient_boosting
1,2016-05-14 12:00:00,19,116.66666666666669,179.64780571654236,hist_gradient_boosting
1,2016-05-14 13:00:00,20,113.33333333333331,207.42923688119043,hist_gradient_boosting
1,2016-05-14 14:00:00,21,106.66666666666669,164.11441367043244,hist_gradient_boosting
1,2016-05-14 15:00:00,22,130.0,141.65500711218257,hist_gradient_boosting
1,2016-05-14 16:00:00,23,111.66666666666669,144.09564892394164,hist_gradient_boosting
1,2016-05-14 17:00:00,24,241.66666666666663,203.47065268624166,hist_gradient_boosting
2,2016-05-14 18:00:00,1,166.66666666666666,155.64167474062313,hist_gradient_boosting
2,2016-05-14 19:00:00,2,90.0,150.88004832633956,hist_gradient_boosting
2,2016-05-14 20:00:00,3,86.66666666666667,131.0000032453214,hist_gradient_boosting
2,2016-05-14 21:00:00,4,75.0,63.20001421349656,hist_gradient_boosting
2,2016-05-14 22:00:00,5,61.666666666666664,71.50986855835696,hist_gradient_boosting
2,2016-05-14 23:00:00,6,48.333333333333336,52.61280527463727,hist_gradient_boosting
